Kovats.on.DB5,Compound.Name,Source,Data.From
1490,β-Selinene,Adams Essential Oil Components,experiment
1491,β-Guaiene,Lucero 2009,experiment
1491,neryl isobutanoate,Adams Essential Oil Components,experiment
1491,phenyl ethyl 3-methyl butanoate,Adams Essential Oil Components,experiment
1492,"10,11-epoxy calamenene",Adams Essential Oil Components,experiment
1492,drim-8(12)-ene,Adams Essential Oil Components,experiment
1492,E-jasmolactone,Adams Essential Oil Components,experiment
1492,E-methyl isoeugenol,Adams Essential Oil Components,experiment
1493,β-Ionone,Flavornet,experiment
1493,isopiperitone,Flavornet,estimate
1493,viridiflorene,Lucero 2009,experiment
1493,β-Guaiene,Adams Essential Oil Components,experiment
1493,iso-menthyl lactate,Adams Essential Oil Components,experiment
1493,δ-Selinene,Adams Essential Oil Components,experiment
1494,epi-cubebol,Lucero 2009,experiment
1494,ethyl laurate,Flavornet,estimate
1494,α-Zingiberene,Flavornet,experiment
1494,epi-cubebol,Adams Essential Oil Components,experiment
1494,δ-Decalactone,Adams Essential Oil Components,experiment
1494,"trans-muurola-4(14),5-diene",Adams Essential Oil Components,experiment
1494,α-zingiberene,Adams Essential Oil Components,experiment
1495,α-Zingiberene,Lucero 2009,experiment
1495,bicyclogermacrene,Lucero 2009,experiment
1495,bicyclogermacrene,Lucero 2009,experiment
1496,alloaromadendrene,Flavornet,estimate
1496,"(1S,4aR,8aS)-1-Isopropyl-7-methyl-4-methylene-1,2,3,4,4a,5,6,8a-octahydronaphthalene",Adams Essential Oil Components,experiment
1496,Asaricin,Adams Essential Oil Components,experiment
1496,"cis-cadina-1,4-diene",Adams Essential Oil Components,experiment
1496,3-methyl-coumarin,Adams Essential Oil Components,experiment
1496,2-tridecanone,Adams Essential Oil Components,experiment
1496,valencene,Adams Essential Oil Components,experiment
1497,indipone,Adams Essential Oil Components,experiment
1497,viridiflorene,Adams Essential Oil Components,experiment
1498,β-Bisabolene,Flavornet,experiment
1498,α-Muurolene,Lucero 2009,experiment
1498,epizonarene,Lucero 2009,experiment
1498,epizonarene,Lucero 2009,experiment
1498,α-Alaskene,Adams Essential Oil Components,experiment
1498,β-alaskene,Adams Essential Oil Components,experiment
1498,benzyl tiglate,Adams Essential Oil Components,experiment
1498,sandalore,Adams Essential Oil Components,experiment
1498,α-Selinene,Adams Essential Oil Components,experiment
1499,α-Muurolene,Lucero 2009,experiment
1499,Z-dihydro-Apofarnesal,Adams Essential Oil Components,experiment
1499,curzerene,Adams Essential Oil Components,experiment
1500,alpha-farnesene,Flavornet,experiment
1500,pentadecane,Flavornet,experiment
1500,bicyclogermacrene,Adams Essential Oil Components,experiment
1500,α-muurolene,Adams Essential Oil Components,experiment
1500,n-pentadecane,Adams Essential Oil Components,experiment
1501.0664479081,benzyl tiglate,marie standards,experiment
1502,decyl propionate,Adams Essential Oil Components,experiment
1502,epizonarene,Adams Essential Oil Components,experiment
1502,γ-Patchoulene,Adams Essential Oil Components,experiment
1503,tridecanal,Flavornet,experiment
1503,β-Dihydroagarafuran,Adams Essential Oil Components,experiment
1503,trans-β-Guaiene,Adams Essential Oil Components,experiment
1505,"3-Buten-2-one, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-",VOCbinbase,experiment
1505,cuparene,Adams Essential Oil Components,experiment
1505,β-Himachalene,Adams Essential Oil Components,experiment
1506,δ-Selinene,Lucero 2009,experiment
1506,β-Bisabolene,Adams Essential Oil Components,experiment
1506,α-Cuprenene,Adams Essential Oil Components,experiment
1506,"(E,E)-α farnesene",Adams Essential Oil Components,experiment
1507,cis-α-Bisabolene,Adams Essential Oil Components,experiment
1508,δ-Guaiene,VOCbinbase,experiment
1508,α-Chamigrene,Adams Essential Oil Components,experiment
1508,(-)-Silphiperfolan-6α-ol,Adams Essential Oil Components,experiment
1509,pentadecane,VOCbinbase,experiment
1509,β-Bisabolene,Lucero 2009,experiment
1509,β-Bisabolene,Lucero 2009,experiment
1509,methyl laurate,Flavornet,experiment
1509,farena,Adams Essential Oil Components,experiment
1509,germacrene A,Adams Essential Oil Components,experiment
1510,b-curcumene,Lucero 2009,experiment
1510,α-Bulnesene,Adams Essential Oil Components,experiment
1510,lavandulyl isovalerate,Adams Essential Oil Components,experiment
1510,tridecanal,Adams Essential Oil Components,experiment
1511,6-isopropyl-quinoline,Adams Essential Oil Components,experiment
1512,(E)-β-Ionone,Lucero 2009,experiment
1512,β-Curcumene,Lucero 2009,experiment
1512,δ-Amorphene,Adams Essential Oil Components,experiment
1512,anisyl propionate,Adams Essential Oil Components,experiment
1512,cameroonan-7-alpha-ol,Adams Essential Oil Components,experiment
1512,lavandulyl 2-methyl butanoate,Adams Essential Oil Components,experiment
1513,γ-Cadinene,Lucero 2009,experiment
1513,γ-Cadinene,Lucero 2009,experiment
1514,elemicin,Flavornet,experiment
1514,sesquicineole,Lucero 2009,experiment
1514,γ-Cadinene,Lucero 2009,experiment
1514,γ-Cadinene,Adams Essential Oil Components,experiment
1514,"cycloisolongifol-5-ol, trans",Adams Essential Oil Components,experiment
1514,modhephen-8-β-ol,Adams Essential Oil Components,experiment
1515,muurolene,VOCbinbase,experiment
1515,raspberry ketone,Flavornet,estimate
1515,cis-γ-Bisabolene,Adams Essential Oil Components,experiment
1515,cubebol,Adams Essential Oil Components,experiment
1515,geranyl isobutanoate,Adams Essential Oil Components,experiment
1515,iso-italicene epoxide,Adams Essential Oil Components,experiment
1516,butylated hydroxytoluene,Adams Essential Oil Components,experiment
1516,β-Curcumene,Adams Essential Oil Components,experiment
1516,10-epi-italicene ether,Adams Essential Oil Components,experiment
1516,sesquicineole,Adams Essential Oil Components,experiment
1517,"(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene",VOCbinbase,experiment
1517,bicyclogermacrene,Flavornet,experiment
1517,linalyl valerate,Flavornet,estimate
1517,α-Dehydro-ar-himachalene,Adams Essential Oil Components,experiment
1517,Menthyl valerate,Adams Essential Oil Components,experiment
1518,menthyl isovalerate,Adams Essential Oil Components,experiment
1519,1-methyl-4-phenylbenzene,VOCbinbase,experiment
1519,δ-Cadinene,Flavornet,experiment
1519,myristicin,Adams Essential Oil Components,experiment
1519,(-)-7-epi-Silphiperfolan-6β-ol,Adams Essential Oil Components,experiment
1520,endo-1-bourbonanol,Adams Essential Oil Components,experiment
1520,dihydroagarofuran,Adams Essential Oil Components,experiment
1520,myrac aldehyde,Adams Essential Oil Components,experiment
1521,cis-calamenene,Lucero 2009,experiment
1521,(-)-Silphiperfolan-7β-ol,Adams Essential Oil Components,experiment
1522,E-dihydro-Apofarnesal,Adams Essential Oil Components,experiment
1522,6-Methyl-α-ionone,Adams Essential Oil Components,experiment
1522,7-epi-α-Selinene,Adams Essential Oil Components,experiment
1523,calamenene,Flavornet,experiment
1523,δ-Cadinene,Lucero 2009,experiment
1523,δ-Cadinene,Lucero 2009,experiment
1523,α-Muurolene,Flavornet,estimate
1523,δ-Cadinene,Adams Essential Oil Components,experiment
1523,eugenol acetate,Adams Essential Oil Components,experiment
1523,isobornyl isovalerate,Adams Essential Oil Components,experiment
1523,β-Sesquiphellandrene,Adams Essential Oil Components,experiment
1524,tridecanal,VOCbinbase,experiment
1524,berteroin,Flavornet,experiment
1524,δ-Cadinene,Lucero 2009,experiment
1524,δ-Cadinene,Lucero 2009,experiment
1524,Artedouglasia oxide C,Adams Essential Oil Components,experiment
1524,isobornyl 2-methyl butanoate,Adams Essential Oil Components,experiment
1525,eugenyl acetate,Lucero 2009,experiment
1525,δ-Decalactone,Flavornet,experiment
1526,methyl dodecanoate,Adams Essential Oil Components,experiment
1526,1-phenyl heptan-3-one,Adams Essential Oil Components,experiment
1527,3-mercaptohexanol,Flavornet,estimate
1527,cadinadiene,Flavornet,experiment
1527,vanillin acetate,Adams Essential Oil Components,experiment
1528,citronellyl butyrate,Flavornet,estimate
1529,bornyl isovalerate,Flavornet,estimate
1529,trans-calamenene,Adams Essential Oil Components,experiment
1529,laciniata furanone G,Adams Essential Oil Components,experiment
1529,lilia,Adams Essential Oil Components,experiment
1529,E-o-methoxy cinnamaldehyde,Adams Essential Oil Components,experiment
1530,β-Sesquiphellandrene,VOCbinbase,experiment
1530,zonarene,Adams Essential Oil Components,experiment
1531,(E)-γ-Bisabolene,Adams Essential Oil Components,experiment
1531,(-)-Nopsan-4-ol,Adams Essential Oil Components,experiment
1532,dodecanoic acid methyl ester,VOCbinbase,experiment
1532,"cadina-1,4-diene",Lucero 2009,experiment
1532,"cadina-1,4-diene",Lucero 2009,experiment
1532,myristicin,Flavornet,experiment
1532,citronellyl butanoate,Adams Essential Oil Components,experiment
1532,γ-Dehydro-Ar-himachalene,Adams Essential Oil Components,experiment
1533,"cadina-1,4-diene",Lucero 2009,experiment
1533,laciniata furanone F,Adams Essential Oil Components,experiment
1533,Z-nerolidol,Adams Essential Oil Components,experiment
1533,β-Vetivenene,Adams Essential Oil Components,experiment
1535,"trans-cadina-1(2),4-diene",Adams Essential Oil Components,experiment
1535,10-epi-cubebol,Adams Essential Oil Components,experiment
1536,Artedouglasia oxide A,Adams Essential Oil Components,experiment
1536,liguloxide,Adams Essential Oil Components,experiment
1536,silphiperfol-5-en-3-ol B,Adams Essential Oil Components,experiment
1537,isopentyl salicylate,Adams Essential Oil Components,experiment
1538,(Z)-oak-lactone,Flavornet,estimate
1538,α-Cadinene,Lucero 2009,experiment
1538,α-Cadinene,Lucero 2009,experiment
1538,α-Cadinene,Lucero 2009,experiment
1538,dihydro eugenol acetate,Adams Essential Oil Components,experiment
1538,italicene ether,Adams Essential Oil Components,experiment
1538,β-thujaplicinol,Adams Essential Oil Components,experiment
1539,nerolidol,Flavornet,experiment
1539,α-Cadinene,Adams Essential Oil Components,experiment
1539,kessane,Adams Essential Oil Components,experiment
1540,bis(2-methyl-3-furyl)disulphide,Flavornet,experiment
1540,cis-calamenene,Adams Essential Oil Components,experiment
1540,furopelargone A,Adams Essential Oil Components,experiment
1542,α-Cadinene,Lucero 2009,experiment
1542,"selina-3,7(11)-diene",Lucero 2009,experiment
1542,Z-carpacin,Adams Essential Oil Components,experiment
1542,Z-carpacin,Adams Essential Oil Components,experiment
1542,10-epi-cis-dracunculifolol,Adams Essential Oil Components,experiment
1542,laciniata furanone E,Adams Essential Oil Components,experiment
1543,α-Calacorene,Lucero 2009,experiment
1543,γ-Cadinene,Flavornet,estimate
1543,"8,14-cedranoxide",Adams Essential Oil Components,experiment
1543,cis-dracunculifolol,Adams Essential Oil Components,experiment
1544,cis-sesquisabinene hydrate,Adams Essential Oil Components,experiment
1544.2165709598,farnesene,marie standards,experiment
1546,α-Calacorene,Adams Essential Oil Components,experiment
1547,elemol,Flavornet,experiment
1547,flavesone,Adams Essential Oil Components,experiment
1547,"selina-3,7(11)-diene",Adams Essential Oil Components,experiment
1548,"1,2,3,5,6,8a-Hexahydro-4,7-dimethyl-1-(1-methylethyl)naphthalene",VOCbinbase,experiment
1548,elemol,Lucero 2009,experiment
1548,Silphiperfolan-6β-ol,Adams Essential Oil Components,experiment
1549,elemol,Lucero 2009,experiment
1549,geranyl butyrate,Flavornet,estimate
1549,"1,10-decanediol",Adams Essential Oil Components,experiment
1549,italicene epoxide,Adams Essential Oil Components,experiment
1550,alpha-Agarofuran,Adams Essential Oil Components,experiment
1550,elemol,Adams Essential Oil Components,experiment
1550,laciniata furanone H,Adams Essential Oil Components,experiment
1551,elemol,Lucero 2009,experiment
1551,silphiperfolenone,Adams Essential Oil Components,experiment
1552,elemicin,Lucero 2009,experiment
1552,cis-muurol-5-en-4-β-ol,Adams Essential Oil Components,experiment
1552,occidentalol,Adams Essential Oil Components,experiment
1552,silphiperfol-5-en-3-one B,Adams Essential Oil Components,experiment
1553,α-Curcumene,Flavornet,estimate
1553,lippifoli-1(6)-en-5-one,Adams Essential Oil Components,experiment
1554,cis-cadinene ether,Adams Essential Oil Components,experiment
1555,Calamenene,VOCbinbase,experiment
1555,"Coumarin, 6-methyl-",Adams Essential Oil Components,experiment
1555,E-isocroweacin,Adams Essential Oil Components,experiment
1555,thymohydro quinone,Adams Essential Oil Components,experiment
1556,caryophyllene alcohol,Flavornet,experiment
1557,germacrene B,Lucero 2009,experiment
1557,gerrnacrene B,Lucero 2009,experiment
1557,elemicin,Adams Essential Oil Components,experiment
1559,trans-cadiene ether,Adams Essential Oil Components,experiment
1560,β-Sesquiphellandrene,Flavornet,estimate
1560,silphiperfol-5-en-3-ol A,Adams Essential Oil Components,experiment
1561,Artedouglasia oxide D,Adams Essential Oil Components,experiment
1561,germacrene B,Adams Essential Oil Components,experiment
1561,cis-Muurol-5-en-4-α-ol,Adams Essential Oil Components,experiment
1562,(E)-nerolidol,Lucero 2009,experiment
1562,germacrene B,Flavornet,experiment
1563,1-nor-bourbonanone,Adams Essential Oil Components,experiment
1563,E-nerolidol,Adams Essential Oil Components,experiment
1564,β-Calacorene,Lucero 2009,experiment
1564,p-methoxy-cinnamaldehyde,Adams Essential Oil Components,experiment
1564,geranyl butanoate,Adams Essential Oil Components,experiment
1564,longicamphenylone,Adams Essential Oil Components,experiment
1564,epi-longipinanol,Adams Essential Oil Components,experiment
1565,(E)-nerolidol,Lucero 2009,experiment
1565,(Z)-nerolidol,Flavornet,experiment
1566,dodecanoic acid,VOCbinbase,experiment
1566,hexyl octanoate,Flavornet,experiment
1566,bornyl angelate,Adams Essential Oil Components,experiment
1566,β-Calacorene,Adams Essential Oil Components,experiment
1566,carvotacetone acetate,Adams Essential Oil Components,experiment
1566,davanone B,Adams Essential Oil Components,experiment
1567,isopropyl benzoate,Flavornet,estimate
1567,dodecanoic acid,Adams Essential Oil Components,experiment
1567,Z-3-hexenyl benzoate,Adams Essential Oil Components,experiment
1567,dimethyl-ionone,Adams Essential Oil Components,experiment
1568,furfuryl octanoate,Adams Essential Oil Components,experiment
1568,(Z)-Isoeugenyl acetate,Adams Essential Oil Components,experiment
1569,ledol,Adams Essential Oil Components,experiment
1569,longipinanol,Adams Essential Oil Components,experiment
1569,"2-Tridecenal, (E)-",Adams Essential Oil Components,experiment
1570,E-Isoelemicin,Adams Essential Oil Components,experiment
1570,Z-Isoelemicin,Adams Essential Oil Components,experiment
1571,Thymohydroquinone,VOCbinbase,experiment
1571,γ-Undecalactone,Adams Essential Oil Components,experiment
1572,caryophyllenyl alcohol,Adams Essential Oil Components,experiment
1572,dendrolasin,Adams Essential Oil Components,experiment
1572,n-tridecanol,Adams Essential Oil Components,experiment
1573,caryophyllene oxide,Flavornet,experiment
1573,Apofarnesol<(z)-Dihydro->,Adams Essential Oil Components,experiment
1573,caryolan-8-ol,Adams Essential Oil Components,experiment
1574,prenopsan-8-ol,Lucero 2009,experiment
1574,Isoasarone,Adams Essential Oil Components,experiment
1575,germacrene D-4-ol,Lucero 2009,experiment
1575,diepi-α-Cedrene epoxide,Adams Essential Oil Components,experiment
1575,silphiperfol-5-en-3-one A,Adams Essential Oil Components,experiment
1576,12-methyltridecanal,Flavornet,experiment
1576,spathulenol,Lucero 2009,experiment
1576,spathulenol,Lucero 2009,experiment
1576,germacrene D-4-ol,Adams Essential Oil Components,experiment
1576,pentyl salicylate,Adams Essential Oil Components,experiment
1577,himachalene epoxide,Lucero 2009,experiment
1577,lauryl alcohol,Flavornet,experiment
1577,prenopsan-8-ol,Adams Essential Oil Components,experiment
1578,spathulenol,Lucero 2009,experiment
1578,spathulenol,Lucero 2009,experiment
1578,spathulenol,Adams Essential Oil Components,experiment
1579,trans-sesquisabinene hydrate,Adams Essential Oil Components,experiment
1580,n-hexyl benzoate,Adams Essential Oil Components,experiment
1580,himachalene epoxide,Adams Essential Oil Components,experiment
1582,caryophyllene oxide,Lucero 2009,experiment
1582,caryophyllene oxide,Lucero 2009,experiment
1582,caryophyllene oxide,Lucero 2009,experiment
1582,Artedouglasia oxide B,Adams Essential Oil Components,experiment
1583,caryophyllene oxide,Lucero 2009,experiment
1583,caryophyllene oxide,Adams Essential Oil Components,experiment
1583,ar-tumerol,Adams Essential Oil Components,experiment
1584,globulol,Lucero 2009,experiment
1584,neryl isovalerate,Adams Essential Oil Components,experiment
1585,gleenol,Lucero 2009,experiment
1585,globulol,Adams Essential Oil Components,experiment
1585,"octanedioic acid, diethyl ester",Adams Essential Oil Components,experiment
1585,2-phenyl ethyl tiglate,Adams Essential Oil Components,experiment
1586,Presilphiperfolan-8-ol,Adams Essential Oil Components,experiment
1587,gleenol,Adams Essential Oil Components,experiment
1587,thujopsan-2-α-ol,Adams Essential Oil Components,experiment
1588,davanone ,Adams Essential Oil Components,experiment
1588,E-2-hexenyl benzoate,Adams Essential Oil Components,experiment
1589,guaiol,Flavornet,experiment
1590,viridflorol,Lucero 2009,experiment
1590,cis-β-Elemenone,Adams Essential Oil Components,experiment
1590,1-hexadecene,Adams Essential Oil Components,experiment
1590,thujopsan-2-β-ol,Adams Essential Oil Components,experiment
1591,dihydroapofarnesol,Adams Essential Oil Components,experiment
1591,β-Copaen-4-α-ol,Adams Essential Oil Components,experiment
1591,diethyl phthalate,Adams Essential Oil Components,experiment
1593,dehydrocarveol,Flavornet,estimate
1593,tridecanol,Flavornet,experiment
1593,helifolen-12-al (syn-anti-anti),Adams Essential Oil Components,experiment
1593,helifolen-12-al (anti-anti-anti),Adams Essential Oil Components,experiment
1593,viridiflorol,Adams Essential Oil Components,experiment
1594,E-carpacin,Adams Essential Oil Components,experiment
1594,E-carpacin,Adams Essential Oil Components,experiment
1595,carotol,Adams Essential Oil Components,experiment
1595,carotol,Adams Essential Oil Components,experiment
1595,ethyl dodecanoate,Adams Essential Oil Components,experiment
1595,salvial-4(14)-ene-1-one,Adams Essential Oil Components,experiment
1596,(E)-isoelemicin,Flavornet,experiment
1596,Turmerone (dihydro-ar),Adams Essential Oil Components,experiment
1597,cis-Arteannuic alcohol,Adams Essential Oil Components,experiment
1599,longiborneol,Adams Essential Oil Components,experiment
1599,widdrol,Adams Essential Oil Components,experiment
1600,hexadecane,Flavornet,experiment
1600,Ageratochromene,Adams Essential Oil Components,experiment
1600,n-hexadecane,Adams Essential Oil Components,experiment
1601,cedrol,Adams Essential Oil Components,experiment
1601,trans-β-Elemenone,Adams Essential Oil Components,experiment
1601,geranyl 2-methyl butanoate,Adams Essential Oil Components,experiment
1601,"9,11-epoxy-guaia-3,10(14)-diene",Adams Essential Oil Components,experiment
1601,guaiol,Adams Essential Oil Components,experiment
1602,dill apiol,Flavornet,experiment
1602,"dihydro(10,11)-ar-alpha-bisabolol",Adams Essential Oil Components,experiment
1603,ethyl dodecanoate,VOCbinbase,experiment
1603,isoamyl nerolate,Adams Essential Oil Components,experiment
1604,cedrenol,Flavornet,experiment
1604,5-oxy-isobornyl isobutyrate,Adams Essential Oil Components,experiment
1604,khusimone,Adams Essential Oil Components,experiment
1605,sesquithuriferol,Adams Essential Oil Components,experiment
1606,δ-Undecalactone,Flavornet,experiment
1606,curzerenone,Adams Essential Oil Components,experiment
1607,"2,2,4,4-tetramethylpentan-3-yl propanoate",VOCbinbase,experiment
1607,β-Oplopenone,Lucero 2009,experiment
1607,geranyl isovalerate,Adams Essential Oil Components,experiment
1607,Z-sesquilavandulol,Adams Essential Oil Components,experiment
1608,humulene epoxide II,Lucero 2009,experiment
1608,β-Atlantol,Adams Essential Oil Components,experiment
1608,(E)-2-dodecenyl acetate,Adams Essential Oil Components,experiment
1608,5-epi-7-epi-α-Eudesmol,Adams Essential Oil Components,experiment
1608,Humulene II epoxide,Adams Essential Oil Components,experiment
1608,β-Oplopenone,Adams Essential Oil Components,experiment
1608,platyphyllol,Adams Essential Oil Components,experiment
1609,humulene epoxide II,Lucero 2009,experiment
1609,2-acetyl-naphthalene,Adams Essential Oil Components,experiment
1610,Diethyl Phthalate,VOCbinbase,experiment
1610,β-Ionone epoxide,Flavornet,estimate
1610,geranyl isovalerate,Flavornet,estimate
1610,cis-dihydro-occidentalol,Adams Essential Oil Components,experiment
1611,hexadecane,VOCbinbase,experiment
1612,β-Himachalene oxide,Lucero 2009,experiment
1612,tetradecanal,Lucero 2009,experiment
1613,tetradecyl aldehyde,Flavornet,estimate
1613,trans-Arteannuic alcohol,Adams Essential Oil Components,experiment
1613,cis-Isolongifolanone,Adams Essential Oil Components,experiment
1613,tetradecanal,Adams Essential Oil Components,experiment
1614,(E)-2-hexenoic acid,Flavornet,estimate
1614,β-Biotol,Adams Essential Oil Components,experiment
1614,2-ethyl chromone,Adams Essential Oil Components,experiment
1616,davanol D1 (isomer 1),Adams Essential Oil Components,experiment
1616,β-Himachalene oxide,Adams Essential Oil Components,experiment
1616,isoeugenyl acetate,Adams Essential Oil Components,experiment
1617,Z-Asarone,Adams Essential Oil Components,experiment
1618,butyl anthranilate,Adams Essential Oil Components,experiment
1619,10-epi-γ-Eudesmol,Lucero 2009,experiment
1619,spathulenol,Flavornet,experiment
1619,Z-bisabolol-11-ol,Adams Essential Oil Components,experiment
1619,epi-cedrol,Adams Essential Oil Components,experiment
1619,"1,10-di-epi-cubenol",Adams Essential Oil Components,experiment
1619,Isolongifolan-7-α-ol,Adams Essential Oil Components,experiment
1620,levomenol,Flavornet,estimate
1620,helifolen-12-al (anti-syn-syn),Adams Essential Oil Components,experiment
1620,helifolen-12-al (syn-syn-syn),Adams Essential Oil Components,experiment
1621,"dihydromyrcene, Z-1,6-diol",Adams Essential Oil Components,experiment
1621,dill apiol,Adams Essential Oil Components,experiment
1623,silphiperfol-6-en-5-one,Lucero 2009,experiment
1623,β-Cedrene epoxide,Adams Essential Oil Components,experiment
1623,leptospermone,Adams Essential Oil Components,experiment
1623,iso-leptospermone,Adams Essential Oil Components,experiment
1624,10-epi-γ-Eudesmol,Adams Essential Oil Components,experiment
1625,citronellyl valerate,Flavornet,estimate
1625,citronellyl pentanoate,Adams Essential Oil Components,experiment
1626,methyl jasmonate,Flavornet,estimate
1626,silphiperfol-6-en-5-one,Adams Essential Oil Components,experiment
1627,trans-Isolongifolanone,Adams Essential Oil Components,experiment
1628,1-epi-cubenol,Lucero 2009,experiment
1628,1-epi-cubenol,Lucero 2009,experiment
1628,Benzophenone,Adams Essential Oil Components,experiment
1628,2-(3-oxobutyl)-isomethone,Adams Essential Oil Components,experiment
1628.65404794,eremoligensol,Lucero 2009,experiment
1629,(E)-Whiskey lactone,Flavornet,estimate
1629,1-epi-cubenol,Lucero 2009,experiment
1629,tetradecanal,VOCbinbase,experiment
1629,1-epi-cubenol,Adams Essential Oil Components,experiment
1629,davanol D2 (isomer 2),Adams Essential Oil Components,experiment
1630,5-cedranone,Adams Essential Oil Components,experiment
1631,γ-Eudesmol,Lucero 2009,experiment
1631,beta-cedren-9-one,Adams Essential Oil Components,experiment
1631,eremoligeno,Adams Essential Oil Components,experiment
1631,leptospermone,Adams Essential Oil Components,experiment
1632,(Z)-3-hexenyl-phenyl-acetate,Lucero 2009,experiment
1632,γ-Eudesmol,Adams Essential Oil Components,experiment
1633,γ-Eudesmol,Lucero 2009,experiment
1633,α-Acorenol,Adams Essential Oil Components,experiment
1633,E-sesquilavandulol,Adams Essential Oil Components,experiment
1634,Z-3-hexenyl phenyl acetate,Adams Essential Oil Components,experiment
1634,"isoborneol, 8-isobutyryloxy-",Adams Essential Oil Components,experiment
1634,"Selina-1,3,7(11)-trien-8-one",Adams Essential Oil Components,experiment
1635,τ-Muurolol,Flavornet,experiment
1637,(Z)-whiskey lactone,Flavornet,estimate
1637,β-Acorenol,Adams Essential Oil Components,experiment
1637,cis-cadin-4-en-7-ol,Adams Essential Oil Components,experiment
1637,gossonorol,Adams Essential Oil Components,experiment
1639,hinesol,Lucero 2009,experiment
1640,10-epi- α-cadinol,Lucero 2009,experiment
1640,epi- α-cadinol,Adams Essential Oil Components,experiment
1641,muurolol,Lucero 2009,experiment
1641,epoxy-allo-alloaromadendrene,Adams Essential Oil Components,experiment
1641,"Caryophyla-4(14),8(15)-dien-5-ol",Adams Essential Oil Components,experiment
1641,6-methyl-6-(3-methylphenyl)-heptan-2-one,Adams Essential Oil Components,experiment
1642,cubenol,Lucero 2009,experiment
1642,10-epi-α-Muurolol,Lucero 2009,experiment
1642,humulene oxide,Flavornet,estimate
1642,β-Caryophyllene alcohol,Flavornet,estimate
1642,daucol,Adams Essential Oil Components,experiment
1642,hinesol,Adams Essential Oil Components,experiment
1642,epi-α-muurolol,Adams Essential Oil Components,experiment
1642,phenyl ethyl hexanoate,Adams Essential Oil Components,experiment
1643,cubenol,Lucero 2009,experiment
1643,3-iso-thujopsanone,Adams Essential Oil Components,experiment
1644,"Selina-3,11-dien-6α-ol",Adams Essential Oil Components,experiment
1645,(-)-cubenol,Flavornet,experiment
1645,6-hydroxy-isobutanoate,Adams Essential Oil Components,experiment
1646,α-Muurolol,Lucero 2009,experiment
1646,α-Muurolol,Lucero 2009,experiment
1646,himachalol,Lucero 2009,experiment
1646,α-muurolol,Adams Essential Oil Components,experiment
1647,cubenol,Adams Essential Oil Components,experiment
1648,Agarospirol,Adams Essential Oil Components,experiment
1648,desmethoxy encecalin,Adams Essential Oil Components,experiment
1649,geranyl valerate,Flavornet,estimate
1649,Z-amyl cinnamaldehyde,Adams Essential Oil Components,experiment
1649,Z-methyl jasmonate,Adams Essential Oil Components,experiment
1650,β-Eudesmol,Lucero 2009,experiment
1650,β-Eudesmol,Lucero 2009,experiment
1650,β-Eudesmol,Lucero 2009,experiment
1651,bulnesol,Flavornet,experiment
1651,β-Eudesmol,Lucero 2009,experiment
1651,β-Eudesmol,Lucero 2009,experiment
1651,methyl tetradecanoate,Flavornet,estimate
1651,β-Eudesmol,Adams Essential Oil Components,experiment
1651,occidentalol,Adams Essential Oil Components,experiment
1651,vulgarone B,Adams Essential Oil Components,experiment
1652,cedr-8(15)-en-10-ol,Adams Essential Oil Components,experiment
1652,cedr-8(15)-en-9-α-ol,Adams Essential Oil Components,experiment
1652,isoamyl geranate,Adams Essential Oil Components,experiment
1653,α-Cadinol,Lucero 2009,experiment
1653,α-Eudesmol,Lucero 2009,experiment
1653,Selin-11-en-4-α-ol,Lucero 2009,experiment
1653,"dihydro agarofuran, 4-alpha-hydroxy",Adams Essential Oil Components,experiment
1654,β-Eudesmol,Flavornet,experiment
1654,α-Cadinol,Adams Essential Oil Components,experiment
1654,α-Eudesmol,Adams Essential Oil Components,experiment
1654,himachalol,Adams Essential Oil Components,experiment
1655,"dihydromyrcene, E-1,6-diol",Adams Essential Oil Components,experiment
1655,3-thujopsanone,Adams Essential Oil Components,experiment
1656,(Z)-6-γ-Dodecenolactone,Flavornet,experiment
1656,neo-intermedeol,Lucero 2009,experiment
1656,exalatacin,Adams Essential Oil Components,experiment
1656,Methyl (Z)-dihydrojasmonate,Adams Essential Oil Components,experiment
1657,methyl epijasmonate,Flavornet,estimate
1657,geranyl valerate,Adams Essential Oil Components,experiment
1657,syringaldehyde,Adams Essential Oil Components,experiment
1658,1-epi-α-Eudesmol,Lucero 2009,experiment
1658,"cadina-1,4-dien-3-ol",Flavornet,experiment
1658,α-Bisabolol oxide B,Adams Essential Oil Components,experiment
1658,Z-citronellyl tiglate,Adams Essential Oil Components,experiment
1658,6-hydroxy-Isobornyl Isobutyrate,Adams Essential Oil Components,experiment
1658,patchouli alcohol,Adams Essential Oil Components,experiment
1658,valerian,Adams Essential Oil Components,experiment
1659,Atractylone,Adams Essential Oil Components,experiment
1660,(Z)-6-γ-Dodecenolactone,Flavornet,experiment
1660,neo-intermedeol,Adams Essential Oil Components,experiment
1660,Selin-11-en-4-α-ol,Adams Essential Oil Components,experiment
1661,E-amyl cinnamic alcohol,Adams Essential Oil Components,experiment
1661,cis-calamenen-10-ol,Adams Essential Oil Components,experiment
1662,α-Bisabolol,Flavornet,experiment
1663,dihydro-eudesmol,Adams Essential Oil Components,experiment
1664,7-epi-α-eudesmol,Adams Essential Oil Components,experiment
